,user_id,item_id,15,75,240,item_text
47,1,542,0.45,,,longest consecutive NFL regular season losing streak in games < 36
48,3,23,0.6,,,"39 * 162 < 2,230"
49,3,24,0.6,,,smallest number of pennies and nickels needed to make $0.04 * 119 < 774
50,3,758,0.25,,,number of angles in a triangle * the side length of a square with an area of forty-nine units < 7
51,3,854,0.45,,,"GDP of Belgium in USD - 152 * Tax collected as a percentage of GDP in Australia + gestation time in days of Sperm Whale < 12,700,000,000,000"
52,3,1175,0.35,,,Percentage of population using the internet in Russia as of 2016 + weight of $20 worth of quarters in pounds < 37
53,3,1325,0.75,,,Voume of a cylinder with radius 2 units and height 2 units to nearest cubic unit < 34
54,3,1410,0.4,,,"Population of Vienna * 45518 < 2,730,000,000,000"
55,3,1498,0.3,,,the side length of a square with an area of four units < 4
56,4,42,0.8,,,"Length of Brooklyn Bridge in feet < 8,470"
57,4,43,0.4,,,a hundred raised to the power of one - smaller angle between hour and minute hands at 8:46 in degrees < 89
58,4,45,0.0,,,number of sides in a hexagon < 5
59,4,48,0.5,,,Percentage of population using the internet in Russia as of 2016 * the remainder when fifteen is divided by three * area of a square with side length four * career points scored by Magic Johnson < 3
60,5,49,0.65,,,"height of Mt Everest in feet + age at death of longest-lived horse in years - Inflation rate in Egypt in 2016, to nearest percent < 46,800"
61,5,52,0.65,,,"Homicides in Cape Town, South Africa, in 2007 < 1,990"
62,6,51,0.3,,,"Number of 5-card poker hands * 153 < 51,500,000,000"
63,6,55,1.0,,,"number of cookies in a standard sized Oreo package * maximum speed of Zebra in miles per hour < 2,480"
64,6,56,0.2,,,gestation time in days of Leopard + smaller angle between hour and minute hands at 5:00 in degrees < 378
65,6,78,0.35,,,"Nuclear weapons in USA in 2017 * Area of the United Kingdom in square miles < 110,000,000"
66,6,82,0.9,,,"area of square with side 10 units  + GDP of Greece in USD < 266,000,000,000"
67,6,83,0.05,,,"Total weeks at number one on Billboard chart for Rihanna + 117 * Number of words in the Harry Potter book series < 5,870,000"
68,6,87,0.5,,,"Population of San Salvador * the largest even number smaller than a thousand * The cube root of 27 * career assists by Isiah Thomas < 213,000,000,000,000"
69,6,89,0.95,,,"136 * perimeter of a square with side length nine < 10,100"
70,6,90,0.7,,,world record in 4x200 m relay by Jamaica rounded to nearest second * the number of red Jacks in a pack of cards < 398
71,6,91,0.25,,,"164 - Nuclear weapons in Russia in 2017 < -13,600"
72,6,92,0.5,,,"Proved reserves of crude oil In Saudi Arabia in barrels * career receiving touchdowns by Randy Moss + gestation time in days of Zebra * 20 < 953,000,000,000"
73,6,180,0.0,,,the number of fingers on two hands < 7
74,6,182,0.5,,,"Population of Riyadh * smaller angle between hour and minute hands at 6:08 in degrees * world record in 4x1500 m relay by Kenya rounded to nearest minute < 5,690,000,000"
75,6,183,1.0,,,weight of African elephant in kg * 64 * number of letters in last name of US president elected in 2016 * 0 < 1
76,6,184,1.0,,,the remainder when ninety-nine is divided by three * Sales of Le Petit Prince by Antoine de Saint-Exupery < 1
77,6,187,0.0,,,number of US states * number of sides in a rectangle < 130
78,6,189,1.0,,,"ten raised to the power of four < 13,300"
79,6,193,0.7,,,Number of moons of Mercury < 1
80,6,577,0.5,,,"(5442 * world record in road relay by China rounded to nearest minute) + the positive square root of one hundred < 215,000"
81,6,590,0.5,,,"atomic number of Uranium * the number of black even-numbered cards in a pack of cards < 1,400"
82,6,638,0.5,,,"most triple-doubles in one NBA regular season * the remainder when eight is divided by three * driving distance in miles between London and Frankfurt < 37,000"
83,6,642,0.5,,,"career assists by Michael Jordan - the remainder when five is divided by two < 6,490"
84,6,646,0.0,,,Voume of a cylinder with radius 1 units and height 5 units to nearest cubic unit < 14
85,6,694,0.3,0.35,0.35,Number of moons of Pluto < 2
86,6,733,0.5,,,"smaller angle between hour and minute hands at 11:16 in degrees * maximum speed of Common dolphin in miles per hour < 5,730"
87,6,762,0.6,0.95,,"Diameter of the moon in miles * 67565 < 873,000,000"
88,6,805,0.2,,,"61 * worldwide sales of Recovery by Eminem * the sum of the digits from one to three < 7,740,000,000"
89,6,859,0.75,,,"career assists by Magic Johnson + 120537 < 867,000"
90,6,873,0.55,,,"number of letters in first name of US president elected in 1988 * career rebounds by Kobe Bryant < 139,000"
91,6,919,0.0,,,the remainder when fifty-one is divided by two < 0
92,6,1023,0.5,,,the remainder when six is divided by two - the remainder when twelve is divided by three * the largest prime number smaller than four - Percentage of population using the internet in Japan as of 2016 < -53
93,6,1167,0.5,,,"(21 * career passing yards by Jim Everett * the number of Kings in a pack of cards) + height of Harry Styles in inches < 456,000"
94,6,1264,0.55,,,Tax collected as a percentage of GDP in the United States < 23
95,6,1320,0.45,,,Length of the Suez Canal in miles < 73
96,6,1337,0.5,,,career home runs by Babe Ruth < 671
97,6,1366,0.0,,,"30 * 40 * 20 < 7,420"
98,6,1380,0.3,,,Surface area of a cylinder with radius 5 units and height 20 units to nearest cubic unit < 698
99,6,1401,0.5,,,"140545 - worldwide sales of 25 by Adele < -23,500,000"
100,6,1436,0.8,,,"Surface area of a cylinder with radius 10 units and height 3 units to nearest cubic unit < 1,030"
101,6,1492,0.55,,,"career points scored by Wilt Chamberlain < 51,700"
102,6,1499,0.5,,,"career turnovers by Magic Johnson < 1,810"
103,6,1522,0.0,,,number of days in non-leap year < 284
104,6,1588,0.05,0.05,,world record in marathon by Paula Radcliffe rounded to nearest minute < 263
105,6,1590,0.0,,,"226 * 88 < 6,510"
106,6,1647,0.4,,,smallest number of pennies and nickels needed to make $0.05 * value of 2 nickels and 2 pennies in cents < 7
107,6,1677,0.45,,,"career steals by Jason Kidd < 7,290"
108,6,1725,0.7,,,"smallest number of pennies and nickels needed to make $0.05 * 26 * Inflation rate in Egypt in 2016, to nearest percent < 754"
109,6,1729,0.5,,,"diameter of red blood cell in microns * Consumption of hydroelectric power in Norway as % of installed capacity in 2015 + worldwide box office for Toy Story 3 in USD < 5,200,000,000"
110,6,1741,0.05,,,"area of rectangle with sides 2 units and 13 units * Number of active users on Facebook as of October 2015 < 7,670,000,000"
111,6,1764,0.5,,,career grand slam titles won by Rod Laver < 10
112,6,1905,0.5,,,"smallest number of pennies and nickels needed to make $0.05 * career passing yards by Dan Marino < 54,300"
113,6,1937,0.5,1.0,,"51 + gestation time in days of Cow * 14318 < 17,800,000"
114,6,1943,0.0,,,"Rank of Apple Inc. among world companies by market cap, at end 2016 - the remainder when one hundred is divided by two + career receiving touchdowns by Terrell Owens + 83 < 55"
115,6,1966,0.7,,,"maximum speed of Swordfish in miles per hour - career passing yards by Boomer Esiason < -224,000"
116,6,1997,0.5,0.5,0.4,"career passing yards by Brett Favre - Number of World War II veterans living in USA in 2016 < -925,000"
117,6,2008,0.85,,,"the remainder when twelve is divided by three + 2811 * Number of economists in USA in 2016 < 9,780,000,000"
118,6,2087,0.5,,,"(the remainder when fifteen is divided by two * 52 * 98915) + Population of Ankara < 65,100,000"
119,6,2131,0.0,,,the remainder when five is divided by three < 1
120,6,2142,0.5,,,"the smallest even number greater than five + 37 * (32 * Consumption of hydroelectric power in Switzerland as % of installed capacity in 2015) < 852,000"
121,6,2215,1.0,,,the remainder when eighty-eight is divided by two * 41 < 1
122,6,2310,0.4,,,"GDP of Netherlands in USD - world record in 4x400 m relay by Russia rounded to nearest second < 21,000,000,000"
123,6,2485,0.45,,,career receiving touchdowns by Jerry Rice < 137
124,6,2497,0.75,,,"Number of finance and insurance companies in USA in 2015 * gestation time in days of Chimpanzee < 37,500,000"
125,7,100,0.5,,,"(worldwide sales of Boston by Boston - Volume of a shipping container in cubic feet) + world land speed record in miles per hour < 7,690,000"
126,9,61,0.85,,,the number of black Queens in a pack of cards * career receiving touchdowns by Cris Carter < 479
127,9,109,0.85,,,"height of Stephen Curry in inches * smaller angle between hour and minute hands at 6:54 in degrees < 126,000"
128,9,113,0.35,,,"height of Eiffel tower in feet * 113 * world record in 4x400 m relay by Russia rounded to nearest second < 134,000,000"
129,10,117,1.0,,,number of days in December + number of days in a fortnight < 46
130,11,122,0.5,0.2,0.2,"GDP of Sweden in USD < 1,040,000,000,000"
131,12,128,0.0,,,four raised to the power of one < 5
132,14,132,1.0,,,"83 * smaller angle between hour and minute hands at 2:04 in degrees < 3,170"
133,15,25,0.4,,,"gestation time in days of Sperm Whale + 162 - career personal fouls by Michael Jordan * Employees of AT&T at end 2015 < -1,850,000"
134,15,136,1.0,,,"Sales of The Lion, the Witch and the Wardrobe by C. S. Lewis * 181 - the remainder when eight is divided by two < 3,210,000,000"
135,15,138,0.5,,,Real GDP growth rate in Argentina in 2016 * atomic number of Nitrogen - hours plus minutes on 12-Hour digital clock at quarter past four + the remainder when twelve is divided by three < -64
136,15,141,0.4,,,"gestation time in days of Porcupine * the largest prime number smaller than a hundred < 7,920"
137,17,122,0.15,,,"GDP of Sweden in USD < 1,040,000,000,000"
138,17,164,0.5,,,"temperature of Sun's surface in degrees Kelvin - number of letters in last name of US president elected in 1976 < 5,110"
139,18,167,0.65,,,"(career assists by Kobe Bryant * 118) * value of 1 dime, 2 nickels, and 1 penny in cents * 122 < 497,000,000"
140,18,168,0.25,,,"value of 3 dimes and 1 penny in cents * Number of US dollar billionaires in Switzerland in 2017 + weight of Gorilla in kg * minutes in a regulation NCAA football game < 26,600"
141,19,79,1.0,1.0,,Tax collected as a percentage of GDP in the United Kingdom + 171 < 317
142,19,203,0.55,,,"Proved reserves of crude oil in the United Kingdom in barrels - gestation time in days of Moose < 1,900,000,000"
143,19,208,0.7,,,"the number of red even-numbered cards in a pack of cards * height of David Beckham in inches < 1,300"
144,19,209,0.45,,,"38 + Population of Santiago < 2,400,000"
145,19,215,1.0,,,185 - 55 < 140
146,19,289,0.65,,,"age at death of longest-lived cat in years * (time for light to travel from Sun to Earth in seconds + GDP of China in USD) < 1,910,000,000,000,000"
147,19,582,0.5,,,"95 + Production of aluminum in China in metric tons in 2016 * Number of moons of Neptune < 84,300,000"
148,19,599,0.0,,,weight of $20 worth of quarters in pounds + atomic number of Helium < 1
149,19,612,0.5,,,"perimeter of a square with side length two + Production of aluminum in China in metric tons in 2016 * Production of aluminum in Australia in metric tons in 2016 - 41283 < 6,340,000,000,000,000"
150,19,627,0.65,,,"career two-point attempts by Michael Jordan * 20 * atomic number of Silicon < 5,930,000"
151,19,644,1.0,,,"value of 2 quarters, 1 dime, 3 nickels, and 1 penny in cents < 193"
152,19,645,0.0,,,the remainder when fifteen is divided by two < 0
153,19,664,0.6,,,"1548 * world record in 4x100 m relay by USA rounded to nearest second < 100,000"
154,19,718,0.6,,,"number of days in May - 88414 * 150100 < -3,720,000,000"
155,19,723,0.5,,,"Length of Danyang‰ÛÒKunshan Grand Bridge (world‰Ûªs longest bridge) in feet * (Voume of a cylinder with radius 1 units and height 5 units to nearest cubic unit * the smallest odd number greater than one) < 65,300,000"
156,19,735,0.55,,,(the largest prime number smaller than four * atomic number of Nickel) - Voume of a cylinder with radius 10 units and height 2 units to nearest cubic unit < -688
157,19,738,0.65,,,"Consumption of fossil fuels in Kuwait as % of installed capacity in 2015 * Homicides in Sao Paulo, Brazil, in 2009 < 203,000"
158,19,739,0.65,,,gestation time in days of Guinea pig < 97
159,19,747,0.8,,,"the positive square root of forty-nine * weight of Giant panda in kg * Forested area in United States in square miles + the number of Kings in a pack of cards < 1,560,000,000"
160,19,762,0.5,,,"Diameter of the moon in miles * 67565 < 873,000,000"
161,19,770,0.5,,,"hours plus minutes on 12-Hour digital clock at quarter past four * career home runs by Sammy Sosa * area of right triangle with perpendicular legs 2 units and 4 units * career passing yards by Matt Hasselbeck < 25,300,000,000"
162,19,810,0.6,,,"number of cookies in a standard sized Oreo package + Proved reserves of crude oil in Russia in barrels < 21,700,000,000,000"
163,19,821,0.7,0.9,,"Number of World War II veterans living in USA in 2016 < 1,120,000"
164,19,826,0.5,0.45,,"career receiving touchdowns by Terrell Owens * (Nuclear weapons in France in 2017 * Number of weeks in Billboard top hundred for Before He Cheats by Carrie Underwood + 171) < 1,970,000"
165,19,839,0.8,,,"87 * Number of billionaires in China in 2017 < 16,600"
166,19,845,0.6,0.7,,"Diameter of the sun in miles + longest hitting streak by Joe DiMaggio + world record in marathon by Paula Radcliffe rounded to nearest minute * area of right triangle with perpendicular legs 8 units and 11 units < 1,940,000"
167,19,891,0.4,,,"two raised to the power of three * Proved reserves of crude oil in France in barrels < 22,800,000"
168,19,910,0.6,,,"39 * GDP of Austria in USD < 44,600,000,000"
169,19,916,0.5,,,"(worldwide sales of The Wall by Pink Floyd - area of rectangle with sides 4 units and 11 units) * career passing yards by Johnny Unitas < 9,160,000,000,000"
170,19,939,0.5,,,"The cube root of 1000 * Voume of a cylinder with radius 5 units and height 5 units to nearest cubic unit * height of Stephen Curry in inches < 495,000"
171,19,986,0.5,,,value of 3 nickels and 1 penny in cents + (46 * minutes minus hours on 12-Hour digital clock at half past two) - drinking age in the US < 305
172,19,1015,0.65,,,"value of 1 dime and 2 pennies in cents * smaller angle between hour and minute hands at 6:10 in degrees < 2,310"
173,19,1040,0.5,,,"Value of national exports from China in USD < 401,000,000,000"
174,19,1083,0.4,,,the largest prime number smaller than a thousand - 31 < 813
175,19,1103,1.0,,,area of a square with side length two < 7
176,19,1149,0.9,,,Voume of a cylinder with radius 5 units and height 2 units to nearest cubic unit < 101
177,19,1156,0.45,,,"career passing yards by Peyton Manning - career turnovers by Michael Jordan - Proved reserves of crude oil in Venezuela in barrels < -59,900,000,000"
178,19,1179,0.5,,,"One light-minute in miles * 92 < 1,760,000,000"
179,19,1203,0.45,,,smallest number of pennies and nickels needed to make $0.01 * Tax collected as a percentage of GDP in Australia < 26
180,19,1226,0.3,,,The cube root of 512 < 7
181,19,1227,0.5,,,"46 * Rank of Amazon.com among world companies by market cap, at end 2016 < 182"
182,19,1255,0.6,,,"Inflation rate in United States in 2016, to nearest percent - career receiving touchdowns by Cris Carter * smaller angle between hour and minute hands at 11:18 in degrees < -7,700"
183,19,1287,0.85,,,smallest number of pennies and nickels needed to make $0.03 * height of Usain Bolt in inches < 304
184,19,1303,0.8,,,"value of 1 dime and 1 penny in cents * 8866 < 116,000"
185,19,1317,0.1,,,number of days in December + number of hours in a week < 61
186,19,1319,0.5,,,"(world record in marathon by Paula Radcliffe rounded to nearest minute * 61) * Employees of General Electric at end 2015 < 1,440,000,000"
187,19,1347,0.35,,,"world record in hammer throw by Yuriy Sedykh rounded to nearest meter + Revenues of Volkswagen Group for 2016 in USD < 8,960,000,000"
188,19,1351,0.85,,,"the number of fingers on four hands * boiling point of water in degrees Fahrenheit < 9,860"
189,19,1413,0.35,,,"Area of France in square miles < 57,700"
190,19,1421,0.65,,,"smaller angle between hour and minute hands at 10:14 in degrees * world record in decathlon by Austra Skujyte in points * gestation time in days of Mouse < 7,210,000,000"
191,19,1422,0.85,,,24 - area of rectangle with sides 2 units and 7 units < 19
192,19,1439,0.6,,,Number of episodes in the TV series Seinfeld < 312
193,19,1478,0.85,,,"value of 2 quarters, 3 dimes, 3 nickels, and 1 penny in cents * gestation time in days of Zebra < 108,000"
194,19,1480,0.5,,,"Revenues of Toyota for 2016 in USD * Life expectancy at birth in the United Kingdom < 37,400,000,000,000,000"
195,19,1504,0.65,,,"area of regular hexagon with side length 10 units to nearest square unit - worldwide box office for Wonder Woman in USD < -846,000,000"
196,19,1519,0.0,,,number of sides in a hexagon < 4
197,19,1526,0.9,,,the number of fingers on two hands * hours plus minutes on 12-Hour digital clock at quarter past four < 526
198,19,1569,0.5,,,"Area of Hong Kong in square miles * area of a square with side length three < 5,470"
199,19,1578,0.6,,,"35 * 27 * 3 * gestation time in days of Rat < 65,900"
200,19,1595,0.65,,,"Proved reserves of crude oil in Canada in barrels + Nuclear weapons in India in 2017 < 1,100,000,000,000"
201,19,1602,0.3,0.75,0.55,"value of 1 nickel in cents * Value of Publicly Traded Shares in Russia in Billion USD * Population of Hanoi < 11,700,000,000"
202,19,1717,0.5,,,8 - area of circle with radius 3 unit to nearest square unit < -15
203,19,1730,0.5,,,"worldwide sales of Recovery by Eminem < 7,320,000"
204,19,1746,0.6,,,"Gold holdings of India in metric tons in 2017 * value of 4 pennies in cents < 20,300,000"
205,19,1758,0.55,,,"career points scored by Moses Malone < 65,500"
206,19,1772,0.8,,,"value of 1 dime and 2 nickels in cents * (world record in 4x200 m relay by USA rounded to nearest second * career personal fouls by Magic Johnson) < 6,170,000"
207,19,1778,0.4,0.75,,"the number of red even-numbered cards in a pack of cards * (career passing yards by John Elway + Value of Publicly Traded Shares in Russia in Billion USD) < 2,480,000"
208,19,1782,0.7,,,atomic number of Lead * 2 < 189
209,19,1785,0.4,0.1,0.05,"247792186 * Life expectancy at birth in Afghanistan < 4,850,000,000"
210,19,1806,0.6,,,smaller angle between hour and minute hands at 5:26 in degrees < 5
211,19,1821,0.65,,,"mass of 1ml of water in g * Total payroll in USA in 2015 in USD < 2,190,000,000,000"
212,19,1835,0.5,,,"worldwide box office for Avatar in USD + (minutes in a regulation NFL game * career points scored by Moses Malone * Employees of General Electric at end 2015) < 1,510,000,000,000"
213,19,1842,0.25,,,"career blocks by Michael Jordan + gestation time in days of Deer < 1,340"
214,19,1862,0.0,,,the smallest even number greater than three * 344 < 711
215,19,1874,0.5,,,"Population of Lima < 3,080,000"
216,19,1882,0.3,,,"atomic number of Carbon + (2106635 * total career minutes played by Michael Jordan) + value of 3 quarters in cents < 11,500,000,000"
217,19,1925,1.0,,,area of a square with side length eight < 123
218,19,1934,0.5,,,"(Population of Madrid * number of letters in last name of US president elected in 2008 + the remainder when fifty is divided by three) * value of 1 quarter, 1 nickel, and 1 penny in cents < 23,600,000"
219,19,1955,0.0,,,"value of 1 dime and 2 nickels in cents + 870252 < 503,000"
220,19,1965,0.05,,,world record in high jump by Javier Sotomayor in centimeters < 150
221,19,1967,0.4,,,"driving distance in miles between London and Frankfurt * gestation time in days of Chimpanzee * number of letters in last name of US president elected in 1976 * 28 < 8,250,000"
222,19,1979,0.7,,,"jersey number worn by Michael Jordan * Number of Vietnam Era veterans living in USA in 2016 < 55,300,000"
223,19,1985,0.5,,,"worldwide sales of Back in Black by AC/DC * the side length of a square with an area of sixty-four units * the number of Kings in a pack of cards < 40,600,000"
224,19,2045,0.5,,,"(the remainder when twelve is divided by two - 44) * Homicides in Cape Town, South Africa, in 2007 < -119,000"
225,19,2069,0.5,0.4,,"value of 1 nickel and 4 pennies in cents - career home runs by Jim Thome * 53 < -97,800"
226,19,2073,0.8,,,363 - 9 * weight of $60 worth of quarters in pounds < 431
227,19,2115,0.6,,,"career passing yards by Brett Favre + number of US colonies * perimeter of a square with side length three < 368,000"
228,19,2147,0.5,,,"27980 * career rebounds by Kevin Garnett < 1,060,000,000"
229,19,2148,1.0,,,number of letters in first name of US president elected in 2016 < 9
230,19,2164,0.5,,,"half the capacity of the largest US college football stadium * smaller angle between hour and minute hands at 1:22 in degrees * the smallest odd number greater than a thousand * 62 < 559,000,000,000"
231,19,2167,0.0,,,the number of black Queens in a pack of cards < 1
232,19,2183,0.5,,,the remainder when fifty is divided by three * area of right triangle with perpendicular legs 8 units and 11 units - area of right triangle with perpendicular legs 10 units and 4 units < 84
233,19,2193,0.5,,,"area of square with side 5 units  * (two raised to the power of three - value of 3 dimes, 1 nickel, and 1 penny in cents) < -706"
234,19,2194,0.5,0.2,,"value of 2 quarters, 1 dime, and 3 pennies in cents - (career receiving touchdowns by Tim Brown * area of rectangle with sides 8 units and 2 units) * Nuclear weapons in France in 2017 < -481,000"
235,19,2197,0.1,,,"area of rectangle with sides 10000 units and 20 units < 30,000"
236,19,2301,1.0,,,height of Taylor Swift in inches < 116
237,19,2305,0.7,,,"Number of seats in the EU parliament in 2017 * (The cube root of 729 + 55) * gestation time in days of Wolf < 5,600,000"
238,19,2306,0.65,0.6,,"Length of the Suez Canal in miles * 20 < 3,920"
239,19,2441,0.65,0.8,0.9,"Employees of Apple at end 2015 + career passing yards by Matt Hasselbeck < 1,370,000"
240,19,2452,0.7,,,"Population of Cairo < 175,000,000"
241,21,88,0.8,,,"Population of Seoul * area of right triangle with perpendicular legs 4 units and 11 units < 86,000,000"
242,21,264,0.15,,,"Total sales of the Nintendo DS < 1,760,000,000"
243,21,265,0.9,,,"worldwide sales of The Joshua Tree by U2 * career points scored by Moses Malone < 449,000,000,000"
244,21,272,0.85,,,"ten raised to the power of five * worldwide sales of Confessions by Usher < 91,700,000,000,000"
245,21,273,1.0,1.0,1.0,198 + 155 < 897
246,23,279,0.25,,,"value of 3 pennies in cents * Population of Tehran < 30,200,000"
247,23,289,0.5,,,"age at death of longest-lived cat in years * (time for light to travel from Sun to Earth in seconds + GDP of China in USD) < 1,910,000,000,000,000"
248,23,293,0.7,,,"(Life expectancy at birth in Afghanistan * height of Mt Kilimanjaro in feet) * Year of publication of The Hobbit by J. R. R. Tolkien < 3,710,000,000"
249,23,298,0.6,,,"hours plus minutes on 12-Hour digital clock at half past two * (Crude oil exported from United Kingdom in thousand barrels per day * Number of episodes in the TV series Seinfeld) < 2,680,000"
250,23,303,0.6,,,"career home runs by Alex Rodriguez * Inflation rate in Venezuela in 2016, to nearest percent < 263,000"
251,25,77,0.5,0.5,,"the largest prime number smaller than five - 29 * age at death of longest-lived cat in years + Number of base pairs in the human genome < 3,020,000,000"
252,25,246,0.5,,,"hours minus minutes on 12-Hour digital clock at ten past eleven + Number of beauty salons in USA in 2015 - the number of red Jacks in a pack of cards < 50,300"
253,25,312,0.5,,,"career personal fouls by Michael Jordan * Population of Singapore < 665,000,000,000"
254,25,363,0.5,,,number of letters in first name of US president elected in 2000 * Volume of a sphere with radius 1 units to nearest cubic unit < 29
255,25,374,0.5,,,smaller angle between hour and minute hands at 6:38 in degrees * Voume of a cylinder with radius 2 units and height 2 units to nearest cubic unit < 724
256,25,380,0.5,,,number of angles in a rhombus + (39 - (value of 3 nickels in cents + value of 3 pennies in cents)) < 55
257,25,381,0.5,,,"Forested area in United States in square miles + 173 * age at death of longest-lived horse in years * gestation time in days of Llama < 265,000"
258,25,382,0.5,0.4,0.3,"Life expectancy at birth in Afghanistan - GDP of Sweden in USD < -18,300,000,000,000"
259,25,489,0.5,,,"126 * Price of the domain name Internet.com in USD + Population of Pyongyang - 113 < 271,000,000"
260,25,490,0.5,,,minutes in a regulation NBA game - hours plus minutes on 12-Hour digital clock at quarter past four < 21
261,26,123,0.5,,,"area of rectangle with sides 3 units and 4 units * career passing yards by John Elway < 321,000"
262,26,245,1.0,,,"82 + Population of Tokyo < 420,000,000"
263,26,306,0.5,,,gestation time in days of Chimpanzee < 301
264,26,601,1.0,,,(Nuclear weapons in France in 2017 - weight of $800 worth of quarters in pounds) - smallest number of pennies and nickels needed to make $0.04 < 372
265,26,606,1.0,,,"number of teams in the MLB * The cube root of 1331 * worldwide sales of Encore by Eminem * Number of weeks in Billboard top ten for Uptown Funk by Mark Ronson < 422,000,000,000"
266,26,609,0.2,,,"duration of Hundred Years' War in years * (longest play in NFL history in yards - atomic number of Potassium) * Inflation rate in United Kingdom in 2016, to nearest percent < 16,900"
